"Parent.Tree.Number","Vegetation.Code","Parent.Tree.Reg.Status.Code","Local.Number","Active.Ind","Tested.Ind","Breeding.Program.Ind","Selection.Date","BC.Source.Ind","Client.Number","Client.Locn.Code","Natural.Selection.Type.Code","Geographic.Location","Latitude.Degrees","Latitude.Minutes","Latitude.Seconds","Longitude.Degrees","Longitude.Minutes","Longitude.Seconds","Seed.Plan.Zone.Code","Elevation","Selection.Age","BGC.Zone.Code","BGC.Subzone.Code","BGC.Variant","Breeding.Selection.Type.Code","Female.Parent.Parent.Tree.Number","Male.Parent.Parent.Tree.Number","Parent.Tree.Comment","Latitude","Longitude"
27,"PLI","APP","SCA3","N","N","N","1970-06-24","Y",5581,0,"PT","PARSNIP R",55,56,0,123,46,0,"FIN",701,77,"SBS","",NA,"",NA,NA,"",55.9333333333333,-123.766666666667
28,"PLI","APP","SCA4","N","N","N","1970-06-24","Y",5581,0,"PT","PARSNIP R",55,50,0,123,41,0,"FIN",723,181,"SBS","",NA,"",NA,NA,"",55.8333333333333,-123.683333333333
29,"PLI","APP","SCA5","N","N","N","1970-06-26","Y",5581,0,"PT","MI75 ALAU",56,33,0,121,16,0,"HH",823,108,"SBS","",NA,"",NA,NA,"",56.55,-121.266666666667
30,"PLI","APP","SCA7","N","N","N","1970-06-30","Y",5581,0,"PT","WONOWON",56,44,0,121,47,0,"HH",914,116,"SBS","",NA,"",NA,NA,"",56.7333333333333,-121.783333333333
31,"PLI","APP","SCA9","N","N","N","1970-06-30","Y",5581,0,"PT","MI131 ALA",56,59,0,122,16,0,"HH",1067,99,"SBS","",NA,"",NA,NA,"",56.9833333333333,-122.266666666667
32,"PLI","APP","SCA10","N","N","N","1970-07-01","Y",5581,0,"PT","MI138 ALA",57,0,0,122,25,0,"HH",1128,115,"SBS","",NA,"",NA,NA,"",57,-122.416666666667
33,"PLI","APP","SCA13","N","N","N","1970-07-02","Y",5581,0,"PT","MI160 ALA",57,14,0,122,41,0,"FN",945,60,"SBS","",NA,"",NA,NA,"",57.2333333333333,-122.683333333333
34,"PLI","APP","SCA14","N","N","N","1970-07-03","Y",5581,0,"PT","MI191 ALA",57,36,0,122,57,0,"FN",1250,89,"SBS","",NA,"",NA,NA,"",57.6,-122.95
35,"PLI","APP","SCA15","N","N","N","1970-07-03","Y",5581,0,"PT","MI194 ALA",57,38,0,122,59,0,"FN",1097,77,"SBS","",NA,"",NA,NA,"",57.6333333333333,-122.983333333333
36,"PLI","APP","SCA16","N","N","N","1970-10-14","Y",5581,0,"PT","MI214 ALA",57,52,0,122,53,0,"FN",792,33,"SBS","",NA,"",NA,NA,"",57.8666666666667,-122.883333333333
37,"PLI","APP","SCA19","N","N","N","1970-07-07","Y",5581,0,"PT","MI343 ALA",58,45,0,123,37,0,"FN",549,113,"SBS","",NA,"",NA,NA,"",58.75,-123.616666666667
38,"PLI","APP","SCA20","N","N","N","1970-07-08","Y",5581,0,"PT","MI347 ALA",58,43,0,123,40,0,"FN",610,93,"SBS","",NA,"",NA,NA,"",58.7166666666667,-123.666666666667
39,"PLI","APP","SCA21","N","N","N","1970-07-08","Y",5581,0,"PT","MI347 ALA",58,43,0,123,39,0,"FN",617,115,"SBS","",NA,"",NA,NA,"",58.7166666666667,-123.65
40,"PLI","APP","SCA22","N","N","N","1970-07-08","Y",5581,0,"PT","MI348 ALA",58,42,0,123,40,0,"FN",640,93,"SBS","",NA,"",NA,NA,"",58.7,-123.666666666667
41,"PLI","APP","SCA23","N","N","N","1970-07-09","Y",5581,0,"PT","MI349 ALA",58,42,0,123,40,0,"FN",701,89,"SBS","",NA,"",NA,NA,"",58.7,-123.666666666667
42,"PLI","APP","SCA24","N","N","N","1970-07-11","Y",5581,0,"PT","MI359 ALA",58,40,0,123,50,0,"FN",853,78,"SBS","",NA,"",NA,NA,"",58.6666666666667,-123.833333333333
43,"PLI","APP","SCA26","N","N","N","1970-07-11","Y",5581,0,"PT","MI361 ALA",58,40,0,123,52,0,"FN",860,84,"SBS","",NA,"",NA,NA,"",58.6666666666667,-123.866666666667
44,"PLI","APP","SCA28","N","N","N","1970-07-12","Y",5581,0,"PT","MI371 ALA",58,39,0,124,9,0,"FN",739,59,"SBS","",NA,"",NA,NA,"",58.65,-124.15
45,"PLI","APP","SCA29","N","N","N","1970-07-13","Y",5581,0,"PT","MI373 ALA",58,39,0,124,9,0,"FN",739,60,"SBS","",NA,"",NA,NA,"",58.65,-124.15
46,"PLI","APP","SCA30","N","N","N","1970-07-13","Y",5581,0,"PT","MI380 ALA",58,39,0,124,19,0,"FN",891,55,"SBS","",NA,"",NA,NA,"",58.65,-124.316666666667
47,"PLI","APP","SCA31","N","N","N","1970-07-13","Y",5581,0,"PT","MI385 ALA",58,40,0,124,29,0,"FN",1006,59,"SBS","",NA,"",NA,NA,"",58.6666666666667,-124.483333333333
48,"PLI","APP","SCA33","N","N","N","1970-07-14","Y",5581,0,"PT","MI396 ALA",58,39,0,124,46,0,"FN",1219,94,"SBS","",NA,"",NA,NA,"",58.65,-124.766666666667
49,"PLI","APP","SCA34","N","N","N","1970-07-14","Y",5581,0,"PT","MI388 ALA",58,39,0,124,34,0,"FN",1128,56,"SBS","",NA,"",NA,NA,"",58.65,-124.566666666667
50,"PLI","APP","SCA 36","N","N","N","2005-06-24","Y",12797,9,"PT","MI 416 ALA",58,51,0,125,10,0,"FN",693,45,"","",NA,"",NA,NA,"",58.85,-125.166666666667
51,"PLI","APP","SCA 37","N","N","N","2005-06-24","Y",12797,9,"PT","MI 443 ALA",58,47,0,125,41,0,"FN",884,90,"","",NA,"",NA,NA,"",58.7833333333333,-125.683333333333
52,"PLI","APP","SCA 38","N","N","N","2005-06-24","Y",12797,9,"PT","MI 450 ALA",58,50,0,125,43,0,"FN",1097,122,"","",NA,"",NA,NA,"",58.8333333333333,-125.716666666667
53,"PLI","APP","SCA39","N","N","N","1970-07-17","Y",5581,0,"PT","MI470 ALA",59,8,0,125,52,0,"FN",884,90,"SBS","",NA,"",NA,NA,"",59.1333333333333,-125.866666666667
54,"PLI","APP","SCA40","N","N","N","1970-07-18","Y",5581,0,"PT","MI495 ALA",59,25,0,126,5,0,"FN",838,59,"SBS","",NA,"",NA,NA,"",59.4166666666667,-126.083333333333
55,"PLI","APP","SCA41","N","N","N","1970-07-18","Y",5581,0,"PT","MI512 ALA",59,33,0,126,25,0,"DK",533,81,"SBS","",NA,"",NA,NA,"",59.55,-126.416666666667
56,"PLI","APP","SCA42","N","N","N","1970-07-18","Y",5581,0,"PT","SMITH R RD",59,40,0,126,27,0,"DK",610,120,"SBS","",NA,"",NA,NA,"",59.6666666666667,-126.45
57,"PLI","APP","SCA43","N","N","N","1970-07-19","Y",5581,0,"PT","CN ROAD",59,38,0,126,44,0,"DK",1006,82,"SBS","",NA,"",NA,NA,"",59.6333333333333,-126.733333333333
58,"PLI","APP","SCA44","N","N","N","1970-07-19","Y",5581,0,"PT","CN ROAD",59,37,0,126,43,0,"DK",860,90,"SBS","",NA,"",NA,NA,"",59.6166666666667,-126.716666666667
59,"PLI","APP","SCA45","N","N","N","1970-07-20","Y",5581,0,"PT","CN ROAD",59,37,0,126,43,0,"DK",792,108,"SBS","",NA,"",NA,NA,"",59.6166666666667,-126.716666666667
60,"PLI","APP","SCA46","N","N","N","1970-07-20","Y",5581,0,"PT","MI605 ALA",59,58,0,128,6,0,"DK",716,39,"SBS","",NA,"",NA,NA,"",59.9666666666667,-128.1
61,"PLI","APP","SCA47","N","N","N","1970-07-21","Y",5581,0,"PT","MI3 CASSI",59,59,0,129,3,0,"999",814,90,"SBS","",NA,"",NA,NA,"",59.9833333333333,-129.05
62,"PLI","APP","SCA48","N","N","N","1970-07-21","Y",12797,4,"PT","MI11 CASSI",59,53,0,129,9,0,"DK",853,152,"SBS","",NA,"",NA,NA,"",59.8833333333333,-129.15
63,"PLI","APP","SCA49","N","N","N","1970-07-21","N",5581,0,"PT","CASSIAR HW",60,2,0,129,2,0,"999",716,108,"SBS","",NA,"",NA,NA,"",60.0333333333333,-129.033333333333
64,"PLI","APP","SCA51","N","N","N","1970-07-22","N",5581,0,"PT","MI21 ROSS",60,17,0,128,54,0,"999",899,113,"SBS","",NA,"",NA,NA,"",60.2833333333333,-128.9
65,"PLI","APP","SCA52","N","N","N","1970-07-22","N",5581,0,"PT","MI21 ROSS",60,17,0,128,55,0,"999",747,113,"SBS","",NA,"",NA,NA,"",60.2833333333333,-128.916666666667
66,"PLI","APP","SCA53","N","N","N","1970-07-23","Y",5581,0,"PT","MI81 CASS",59,17,0,129,52,0,"DK",1089,49,"SBS","",NA,"",NA,NA,"",59.2833333333333,-129.866666666667
67,"PLI","APP","SCA54","N","N","N","1970-07-23","Y",5581,0,"PT","DEASE HWY",59,13,0,129,44,0,"DK",997,65,"SBS","",NA,"",NA,NA,"",59.2166666666667,-129.733333333333
68,"PLI","APP","SCA55","N","N","N","1970-07-23","Y",5581,0,"PT","MI75 CASS",59,16,0,129,39,0,"DK",945,76,"SBS","",NA,"",NA,NA,"",59.2666666666667,-129.65
69,"PLI","APP","SCA56","N","N","N","1970-07-24","N",5581,0,"PT","MI684 ALA",60,10,0,130,0,0,"999",1028,110,"SBS","",NA,"",NA,NA,"",60.1666666666667,-130
70,"PLI","APP","SCA57","N","N","N","1970-07-24","N",5581,0,"PT","MI680 ALA",60,11,0,129,53,0,"999",884,70,"SBS","",NA,"",NA,NA,"",60.1833333333333,-129.883333333333
71,"PLI","APP","SCA58","N","N","N","1970-07-26","Y",5581,0,"PT","MI66 CASS",59,16,0,129,25,0,"DK",845,74,"SBS","",NA,"",NA,NA,"",59.2666666666667,-129.416666666667
72,"PLI","APP","SCA59","N","N","N","1970-07-26","Y",5581,0,"PT","MI71 CASS",59,17,0,129,27,0,"DK",884,64,"SBS","",NA,"",NA,NA,"",59.2833333333333,-129.45
73,"PLI","APP","SCA60","N","N","N","1970-07-26","Y",5581,0,"PT","MI67 CASS",59,16,0,129,22,0,"DK",830,63,"SBS","",NA,"",NA,NA,"",59.2666666666667,-129.366666666667
74,"PLI","APP","SCA61","N","N","N","1970-07-26","Y",5581,0,"PT","MI51 CASS",59,23,0,129,8,0,"DK",747,82,"SBS","",NA,"",NA,NA,"",59.3833333333333,-129.133333333333
75,"PLI","APP","SCA63","N","N","N","1970-07-27","Y",5581,0,"PT","MI618 ALA",59,56,0,128,26,0,"DK",617,76,"SBS","",NA,"",NA,NA,"",59.9333333333333,-128.433333333333
76,"PLI","APP","SCA64","N","N","N","1970-07-29","Y",5581,0,"PT","MCDONALD L",59,41,0,133,38,0,"DK",936,139,"SBS","",NA,"",NA,NA,"",59.6833333333333,-133.633333333333
77,"PLI","APP","SCA66","N","N","N","1970-07-30","N",5581,0,"PT","MI874 ALA",60,24,0,134,5,0,"999",762,84,"SBS","",NA,"",NA,NA,"",60.4,-134.083333333333
78,"PLI","APP","SCA68","N","N","N","1970-08-02","N",5581,0,"PT","WHITEHRS",60,44,0,135,3,0,"999",647,60,"SBS","",NA,"",NA,NA,"",60.7333333333333,-135.05
79,"PLI","APP","SCA69","N","N","N","1970-08-02","N",5581,0,"PT","FISH L RD",60,44,0,135,9,0,"999",823,39,"SBS","",NA,"",NA,NA,"",60.7333333333333,-135.15
80,"PLI","APP","SCA70","N","N","N","1970-08-03","N",5581,0,"PT","MI866 ALA",60,17,0,134,12,0,"999",952,71,"SBS","",NA,"",NA,NA,"",60.2833333333333,-134.2
81,"PLI","APP","SCA71","Y","N","N","1970-08-04","N",5581,0,"PT","MI931 ALA",60,49,0,135,24,0,"999",799,68,"SBS","",NA,"",NA,NA,"",60.8166666666667,-135.4
82,"PLI","APP","SCA72","N","N","N","1970-08-04","N",5581,0,"PT","MI925 ALA",60,49,0,135,12,0,"999",701,69,"SBS","",NA,"",NA,NA,"",60.8166666666667,-135.2
83,"PLI","APP","SCA73","N","N","N","1970-08-05","N",5581,0,"PT","TAKHINI HS",60,53,0,135,20,0,"999",693,87,"SBS","",NA,"",NA,NA,"",60.8833333333333,-135.333333333333
84,"PLI","APP","SCA74","N","N","N","1970-08-06","N",5581,0,"PT","CHADBURN L",60,43,0,135,1,0,"999",655,72,"SBS","",NA,"",NA,NA,"",60.7166666666667,-135.016666666667
85,"PLI","APP","SCA75","N","N","N","1970-08-09","N",5581,0,"PT","ROSS R",60,8,0,128,48,0,"999",680,78,"SBS","",NA,"",NA,NA,"",60.1333333333333,-128.8
86,"PLI","APP","SCA76","N","N","N","1970-08-09","N",5581,0,"PT","MI10 ROSS",60,10,0,128,48,0,"999",701,76,"SBS","",NA,"",NA,NA,"",60.1666666666667,-128.8
87,"PLI","APP","SCA77","Y","N","N","1970-08-09","N",5581,0,"PT","MI70 ROSS",60,56,0,129,15,0,"999",799,78,"SBS","",NA,"",NA,NA,"",60.9333333333333,-129.25
88,"PLI","APP","SCA78","N","N","N","1970-08-10","N",5581,0,"PT","MI79 ROSS",61,3,0,129,16,0,"999",884,85,"SBS","",NA,"",NA,NA,"",61.05,-129.266666666667
89,"PLI","APP","SCA79","N","N","N","1970-08-10","N",5581,0,"PT","MI90 ROSS",61,11,0,129,28,0,"999",914,78,"SBS","",NA,"",NA,NA,"",61.1833333333333,-129.466666666667
90,"PLI","APP","SCA80","N","N","N","1970-08-11","N",5581,0,"PT","MI124 ROSS",61,31,0,129,55,0,"999",945,37,"SBS","",NA,"",NA,NA,"",61.5166666666667,-129.916666666667
91,"PLI","APP","SCA81","Y","N","N","1970-08-12","N",5581,0,"PT","MI262 ROSS",62,10,0,133,30,0,"999",777,71,"SBS","",NA,"",NA,NA,"",62.1666666666667,-133.5
92,"PLI","APP","SCA82","N","N","N","1970-08-12","N",5581,0,"PT","MI269 ROSS",62,10,0,133,32,0,"999",732,111,"SBS","",NA,"",NA,NA,"",62.1666666666667,-133.533333333333
93,"PLI","APP","SCA83","Y","N","N","1970-08-12","N",5581,0,"PT","MI293 ROSS",62,12,0,134,25,0,"999",625,40,"SBS","",NA,"",NA,NA,"",62.2,-134.416666666667
94,"PLI","APP","SCA84","N","N","N","1970-08-14","N",5581,0,"PT","MI121 DAW",62,15,0,136,20,0,"999",586,72,"SBS","",NA,"",NA,NA,"",62.25,-136.333333333333
95,"PLI","APP","SCA85","N","N","N","1970-08-14","N",5581,0,"PT","MI107 DAW",62,11,0,136,17,0,"999",678,28,"SBS","",NA,"",NA,NA,"",62.1833333333333,-136.283333333333
96,"PLI","APP","SCA86","N","N","N","1970-08-17","N",5581,0,"PT","STEWARTCRO",63,22,0,136,43,0,"999",571,113,"SBS","",NA,"",NA,NA,"",63.3666666666667,-136.716666666667
97,"PLI","APP","SCA87","N","N","N","1970-08-17","N",5581,0,"PT","ETHEL L RD",63,18,0,136,35,0,"999",671,40,"SBS","",NA,"",NA,NA,"",63.3,-136.583333333333
98,"PLI","APP","SCA88","N","N","N","1970-08-18","N",5581,0,"PT","MI197 DAW",63,10,0,136,30,0,"999",823,38,"SBS","",NA,"",NA,NA,"",63.1666666666667,-136.5
99,"PLI","APP","SCA89","N","N","N","1970-08-18","N",5581,0,"PT","MI153 DAW",62,40,0,136,48,0,"999",564,68,"SBS","",NA,"",NA,NA,"",62.6666666666667,-136.8
100,"PLI","APP","SCA90","N","N","N","1970-08-18","N",5581,0,"PT","MI139 DAW",62,29,0,136,41,0,"999",518,70,"SBS","",NA,"",NA,NA,"",62.4833333333333,-136.683333333333
101,"PLI","APP","SCA91","N","N","N","1970-10-12","Y",5581,0,"PT","MI428 ALA",58,52,0,125,23,0,"FN",853,63,"SBS","",NA,"",NA,NA,"",58.8666666666667,-125.383333333333
102,"PLI","APP","SK1","N","N","N","1971-08-09","Y",5581,0,"PT","F S JAMES",54,11,0,124,13,0,"NCH",850,86,"SBS","",NA,"",NA,NA,"",54.1833333333333,-124.216666666667
103,"PLI","APP","SK2","Y","N","N","1971-08-09","Y",5581,0,"PT","F S JAMES",54,16,0,124,15,0,"NCH",765,97,"SBS","",NA,"",NA,NA,"",54.2666666666667,-124.25
104,"PLI","INC","SK3","N","N","N","1971-08-09","Y",5581,0,"PT","F S JAMES",54,21,0,124,17,0,"CP",774,109,"SBS","",NA,"",NA,NA,"",54.35,-124.283333333333
105,"PLI","APP","SK4","Y","Y","Y","1971-08-11","Y",5581,0,"PT","F S JAMES",54,30,0,124,7,0,"CP",792,105,"SBS","",NA,"",NA,NA,"",54.5,-124.116666666667
106,"PLI","APP","SK5","Y","Y","Y","1971-08-11","Y",5581,0,"PT","F S JAMES",54,34,0,124,7,0,"CP",756,128,"SBS","",NA,"",NA,NA,"",54.5666666666667,-124.116666666667
107,"PLI","APP","SK6","Y","Y","Y","1971-08-11","Y",5581,0,"PT","F S JAMES",54,36,0,124,8,0,"CP",250,126,"SBS","",NA,"",NA,NA,"",54.6,-124.133333333333
108,"PLI","APP","SK7","Y","Y","Y","1971-08-11","Y",5581,0,"PT","F S JAMES",54,40,0,124,9,0,"CP",808,75,"SBS","",NA,"",NA,NA,"",54.6666666666667,-124.15
109,"PLI","APP","SK8","Y","Y","Y","1971-08-11","Y",5581,0,"PT","TSILCOH C",54,40,0,124,8,0,"CP",802,92,"SBS","",NA,"",NA,NA,"",54.6666666666667,-124.133333333333
110,"PLI","APP","SK9","Y","Y","Y","1971-08-11","Y",5581,0,"PT","F S JAMES",54,44,0,124,9,0,"CP",844,96,"SBS","",NA,"",NA,NA,"",54.7333333333333,-124.15
111,"PLI","INC","SK10","N","N","N","1971-08-11","Y",5581,0,"PT","F S JAMES",54,46,0,124,9,0,"CP",804,80,"SBS","",NA,"",NA,NA,"",54.7666666666667,-124.15
112,"PLI","INC","SK11","N","N","N","1971-08-11","Y",5581,0,"PT","F S JAMES",54,49,0,124,8,0,"CP",853,82,"SBS","",NA,"",NA,NA,"",54.8166666666667,-124.133333333333
113,"PLI","APP","SK12","Y","Y","Y","1971-08-11","Y",5581,0,"PT","F S JAMES",54,44,0,124,11,0,"CP",875,63,"SBS","",NA,"",NA,NA,"",54.7333333333333,-124.183333333333
114,"PLI","APP","SK13","Y","Y","Y","1971-08-12","Y",5581,0,"PT","MIKES CORN",54,52,0,124,10,0,"CP",878,232,"SBS","",NA,"",NA,NA,"",54.8666666666667,-124.166666666667
115,"PLI","APP","SK14","Y","Y","Y","1971-08-12","Y",5581,0,"PT","LYNX C",54,54,0,124,9,0,"CP",933,224,"SBS","",NA,"",NA,NA,"",54.9,-124.15
116,"PLI","APP","SK15","Y","Y","Y","1971-08-12","Y",5581,0,"PT","BIG C",54,57,0,124,12,0,"CP",975,75,"SBS","",NA,"",NA,NA,"",54.95,-124.2
117,"PLI","APP","SK17","Y","Y","Y","1971-08-12","Y",5581,0,"PT","BIG C",54,59,0,124,15,0,"CP",975,86,"SBS","",NA,"",NA,NA,"",54.9833333333333,-124.25
118,"PLI","APP","SK18","Y","Y","Y","1971-08-12","Y",5581,0,"PT","BIG C",55,1,0,124,14,0,"CP",1006,73,"SBS","",NA,"",NA,NA,"",55.0166666666667,-124.233333333333
119,"PLI","APP","SK19","Y","Y","Y","1971-08-12","Y",5581,0,"PT","F S JAMES",55,5,0,124,13,0,"CP",986,103,"SBS","",NA,"",NA,NA,"",55.0833333333333,-124.216666666667
120,"PLI","INC","SK20","N","N","N","1971-08-12","Y",5581,0,"PT","F S JAMES",55,11,0,124,14,0,"CP",936,89,"SBS","",NA,"",NA,NA,"",55.1833333333333,-124.233333333333
121,"PLI","APP","SK21","N","N","N","1971-08-13","Y",5581,0,"PT","F S JAMES",55,11,0,124,16,0,"CP",920,87,"SBS","",NA,"",NA,NA,"",55.1833333333333,-124.266666666667
122,"PLI","APP","SK22","Y","Y","Y","1971-08-15","Y",5581,0,"PT","NATION LKS",55,11,0,124,14,0,"CP",884,84,"SBS","",NA,"",NA,NA,"",55.1833333333333,-124.233333333333
123,"PLI","INC","SK23","N","N","N","1971-08-15","Y",5581,0,"PT","NATION R B",55,13,0,124,14,0,"CP",890,66,"SBS","",NA,"",NA,NA,"",55.2166666666667,-124.233333333333
124,"PLI","APP","SK24","Y","Y","Y","1971-08-14","Y",5581,0,"PT","SYLVESTERC",55,16,0,124,8,0,"FIN",933,72,"SBS","",NA,"",NA,NA,"",55.2666666666667,-124.133333333333
125,"PLI","APP","SK25","Y","Y","Y","1971-08-15","Y",5581,0,"PT","L GAFFNEYC",55,22,0,124,2,0,"FIN",1006,162,"SBS","",NA,"",NA,NA,"",55.3666666666667,-124.033333333333
126,"PLI","INC","SK26","N","N","N","1971-08-14","Y",5581,0,"PT","L GAFFNEYC",55,22,0,124,3,0,"FIN",957,73,"SBS","",NA,"",NA,NA,"",55.3666666666667,-124.05
127,"PLI","APP","SK27","Y","Y","Y","1971-08-14","Y",5581,0,"PT","L GAFFNEYC",55,24,0,124,2,0,"FIN",988,71,"SBS","",NA,"",NA,NA,"",55.4,-124.033333333333
128,"PLI","APP","SK28","Y","N","N","1971-08-14","Y",5581,0,"PT","U GAFFNEYC",55,26,0,124,6,0,"FIN",994,65,"SBS","",NA,"",NA,NA,"",55.4333333333333,-124.1
129,"PLI","APP","SK29","Y","Y","Y","1971-08-14","Y",5581,0,"PT","GAFFNEY C",55,27,0,124,8,0,"FIN",920,87,"SBS","",NA,"",NA,NA,"",55.45,-124.133333333333
130,"PLI","APP","SK30","Y","Y","Y","1971-08-14","Y",5581,0,"PT","GAFFNEY C",55,28,0,124,9,0,"FIN",887,82,"SBS","",NA,"",NA,NA,"",55.4666666666667,-124.15
131,"PLI","APP","SK31","Y","Y","Y","1971-08-14","Y",5581,0,"PT","GAFFNEY C",55,31,0,124,9,0,"FIN",884,82,"SBS","",NA,"",NA,NA,"",55.5166666666667,-124.15
132,"PLI","APP","SK32","Y","N","N","1971-08-15","Y",5581,0,"PT","GAFFNEY C",55,33,0,124,10,0,"FIN",853,86,"SBS","",NA,"",NA,NA,"",55.55,-124.166666666667
133,"PLI","APP","SK33","Y","Y","Y","1971-08-15","Y",5581,0,"PT","SALMON C",55,33,0,124,13,0,"FIN",886,78,"SBS","",NA,"",NA,NA,"",55.55,-124.216666666667
134,"PLI","APP","SK33","Y","N","N","1971-08-15","Y",5581,0,"PT","SALMON C",55,33,0,124,13,0,"FIN",886,78,"SBS","",NA,"",NA,NA,"",55.55,-124.216666666667
135,"PLI","APP","SK35","Y","Y","Y","1971-08-16","Y",5581,0,"PT","GRANITE C",55,36,0,124,21,0,"FIN",914,73,"SBS","",NA,"",NA,NA,"",55.6,-124.35
136,"PLI","APP","SK35","N","N","N","1971-08-16","Y",5581,0,"PT","GRANITE C",55,36,0,124,17,0,"FIN",914,73,"SBS","",NA,"",NA,NA,"",55.6,-124.283333333333
137,"PLI","APP","SK37","Y","Y","Y","1971-08-16","Y",5581,0,"PT","GRANITE C",55,38,0,124,20,0,"FIN",914,72,"SBS","",NA,"",NA,NA,"",55.6333333333333,-124.333333333333
138,"PLI","APP","SK38","Y","Y","Y","1971-08-16","Y",5581,0,"PT","GRANITE C",55,40,0,124,22,0,"FIN",914,89,"SBS","",NA,"",NA,NA,"",55.6666666666667,-124.366666666667
139,"PLI","APP","SK38","Y","Y","N","1971-08-16","Y",5581,0,"PT","GRANITE C",55,40,0,124,22,0,"FIN",914,89,"SBS","",NA,"",NA,NA,"",55.6666666666667,-124.366666666667
140,"PLI","APP","SK39","Y","Y","N","1971-08-16","Y",5581,0,"PT","MANSON C",55,40,0,124,26,0,"FIN",948,81,"SBS","",NA,"",NA,NA,"",55.6666666666667,-124.433333333333
141,"PLI","APP","SK40","N","N","N","1971-08-16","Y",5581,0,"PT","MANSON C",55,41,0,124,30,0,"FIN",960,89,"SBS","",NA,"",NA,NA,"",55.6833333333333,-124.5
142,"PLI","INC","SK41","N","N","N","1971-08-16","Y",5581,0,"PT","GERMANSN C",55,41,0,124,33,0,"FIN",1030,79,"SBS","",NA,"",NA,NA,"",55.6833333333333,-124.55
143,"PLI","INC","SK42","N","N","N","1971-08-16","Y",5581,0,"PT","GERMANSN R",55,41,0,124,38,0,"FIN",1036,69,"SBS","",NA,"",NA,NA,"",55.6833333333333,-124.633333333333
144,"PLI","INC","SK43","N","N","N","1971-08-16","Y",5581,0,"PT","GERMANSN R",55,42,0,124,39,0,"FIN",963,78,"SBS","",NA,"",NA,NA,"",55.7,-124.65
145,"PLI","INC","SK44","N","N","N","1971-08-16","Y",5581,0,"PT","LOPERS DIT",55,43,0,124,39,0,"FIN",954,64,"SBS","",NA,"",NA,NA,"",55.7166666666667,-124.65
146,"PLI","INC","SK45","N","N","N","1971-08-16","Y",5581,0,"PT","NM HELICOP",55,46,0,124,40,0,"FIN",856,74,"SBS","",NA,"",NA,NA,"",55.7666666666667,-124.666666666667
147,"PLI","INC","SK46","N","N","N","1971-08-18","Y",5581,0,"PT","MONTNEY",56,25,0,121,9,0,"HH",844,75,"SBS","",NA,"",NA,NA,"",56.4166666666667,-121.15
148,"PLI","INC","SK47","N","N","N","1971-08-18","Y",5581,0,"PT","F S JOHN",56,32,0,121,14,0,"HH",823,110,"SBS","",NA,"",NA,NA,"",56.5333333333333,-121.233333333333
149,"PLI","APP","SK48","N","N","N","1971-08-18","Y",5581,0,"PT","F S JOHN",56,33,0,121,19,0,"HH",853,91,"SBS","",NA,"",NA,NA,"",56.55,-121.316666666667
150,"PLI","APP","SK49","N","N","N","1971-08-18","Y",5581,0,"PT","F S JOHN",56,38,0,121,34,0,"HH",914,90,"SBS","",NA,"",NA,NA,"",56.6333333333333,-121.566666666667
151,"PLI","APP","SK50","N","N","N","1971-08-18","Y",5581,0,"PT","F S JOHN",56,41,0,121,41,0,"HH",927,120,"SBS","",NA,"",NA,NA,"",56.6833333333333,-121.683333333333
152,"PLI","APP","PG111","N","N","N","1975-10-17","Y",12797,9,"PT","600 RD",53,8,0,122,9,0,"NCH",960,160,"SBS","",NA,"",NA,NA,"",53.1333333333333,-122.15
153,"PLI","INC","SK51","N","N","N","1971-08-18","Y",5581,0,"PT","F S JOHN",56,43,0,121,46,0,"HH",942,112,"SBS","",NA,"",NA,NA,"",56.7166666666667,-121.766666666667
154,"PLI","APP","SK52","N","N","N","1971-08-19","Y",5581,0,"PT","HUDSONS HO",56,3,0,121,52,0,"HH",552,118,"SBS","",NA,"",NA,NA,"",56.05,-121.866666666667
155,"PLI","INC","SK53","N","N","N","1971-08-19","Y",5581,0,"PT","FARREL C",56,7,0,121,41,0,"HH",530,72,"SBS","",NA,"",NA,NA,"",56.1166666666667,-121.683333333333
156,"PLI","INC","SK54","N","N","N","1971-08-19","Y",5581,0,"PT","HUDSONS HO",56,8,0,121,39,0,"HH",530,101,"SBS","",NA,"",NA,NA,"",56.1333333333333,-121.65
157,"PLI","INC","SK55","N","N","N","1971-08-19","Y",5581,0,"PT","HUDSONS HO",56,0,0,122,8,0,"HH",738,122,"SBS","",NA,"",NA,NA,"",56,-122.133333333333
158,"PLI","INC","SK56","N","N","N","1971-08-19","Y",5581,0,"PT","HUDSONS HO",56,2,0,122,2,0,"HH",774,120,"SBS","",NA,"",NA,NA,"",56.0333333333333,-122.033333333333
159,"PLI","APP","SK57","N","N","N","1971-08-19","Y",5581,0,"PT","CHETWYND",55,58,0,121,52,0,"HH",783,85,"SBS","",NA,"",NA,NA,"",55.9666666666667,-121.866666666667
160,"PLI","APP","SK58","N","N","N","1971-08-20","Y",5581,0,"PT","CHETWYND",55,50,0,121,37,0,"HH",805,111,"SBS","",NA,"",NA,NA,"",55.8333333333333,-121.616666666667
161,"PLI","APP","SK59","N","N","N","1971-08-19","Y",5581,0,"PT","CHETWYND",55,46,0,121,35,0,"HH",991,105,"SBS","",NA,"",NA,NA,"",55.7666666666667,-121.583333333333
