"Parent.Tree.Number","Vegetation.Code","Parent.Tree.Reg.Status.Code","Local.Number","Active.Ind","Tested.Ind","Breeding.Program.Ind","Selection.Date","BC.Source.Ind","Client.Number","Client.Locn.Code","Natural.Selection.Type.Code","Geographic.Location","Latitude.Degrees","Latitude.Minutes","Latitude.Seconds","Longitude.Degrees","Longitude.Minutes","Longitude.Seconds","Seed.Plan.Zone.Code","Elevation","Selection.Age","BGC.Zone.Code","BGC.Subzone.Code","BGC.Variant","Breeding.Selection.Type.Code","Female.Parent.Parent.Tree.Number","Male.Parent.Parent.Tree.Number","Parent.Tree.Comment","Latitude","Longitude"
795,"PLI","APP","O23","Y","Y","Y","1978-08-26","Y",12797,9,"PT","MCGREGOR C",50,24,0,119,37,0,"TOA",1372,104,"","",NA,"",NA,NA,"",50.4,-119.616666666667
796,"PLI","APP","O24","Y","Y","Y","1978-08-26","Y",12797,9,"PT","MCGREGOR C",50,24,0,119,36,0,"TOA",1311,114,"","",NA,"",NA,NA,"",50.4,-119.6
797,"PLI","APP","O25","Y","Y","Y","1978-08-26","Y",12797,9,"PT","MCGREGOR C",50,24,0,119,36,0,"TOA",1311,114,"","",NA,"",NA,NA,"",50.4,-119.6
798,"PLI","APP","O26","Y","Y","Y","1978-08-26","Y",12797,9,"PT","MCGREGOR C",50,25,0,119,36,0,"TOA",1311,49,"","",NA,"",NA,NA,"",50.4166666666667,-119.6
799,"PLI","APP","O27","N","Y","Y","1978-08-26","Y",12797,9,"PT","MCGREGOR C",50,25,0,119,35,0,"TOA",1432,49,"","",NA,"",NA,NA,"",50.4166666666667,-119.583333333333
800,"PLI","APP","O28","N","Y","Y","1978-08-26","Y",12797,9,"PT","MCGREGOR C",50,24,0,119,35,0,"TOA",1402,99,"","",NA,"",NA,NA,"",50.4,-119.583333333333
801,"PLI","APP","O29","Y","Y","Y","1978-08-26","Y",12797,9,"PT","MCGREGOR C",50,24,0,119,35,0,"TOA",1372,53,"","",NA,"",NA,NA,"",50.4,-119.583333333333
802,"PLI","APP","O30","Y","Y","Y","1978-08-26","Y",12797,9,"PT","MCGREGOR C",50,27,0,119,37,0,"TOA",1311,114,"","",NA,"",NA,NA,"",50.45,-119.616666666667
803,"PLI","APP","O31","Y","Y","Y","1978-08-26","Y",12797,9,"PT","MCGREGOR C",50,25,0,119,32,0,"TOA",1295,87,"","",NA,"",NA,NA,"",50.4166666666667,-119.533333333333
804,"PLI","APP","O32","Y","Y","Y","1978-08-27","Y",12797,9,"PT","DEELKCHAIN",50,6,0,119,12,0,"TOD",1387,144,"","",NA,"",NA,NA,"",50.1,-119.2
805,"PLI","APP","O33","Y","Y","Y","1978-08-27","Y",12797,9,"PT","DEELKCHAIN",50,7,0,119,13,0,"TOD",1402,139,"","",NA,"",NA,NA,"",50.1166666666667,-119.216666666667
806,"PLI","APP","O34","Y","Y","Y","1978-08-27","Y",12797,9,"PT","DEELKCHAIN",50,7,0,119,13,0,"TOD",1432,144,"","",NA,"",NA,NA,"",50.1166666666667,-119.216666666667
807,"PLI","APP","O35","Y","Y","Y","1978-08-27","Y",12797,9,"PT","DEELKCHAIN",50,7,0,119,14,0,"TOD",1402,109,"","",NA,"",NA,NA,"",50.1166666666667,-119.233333333333
808,"PLI","APP","O36","Y","Y","Y","1978-08-27","Y",12797,9,"PT","DEELKCHAIN",50,6,0,119,12,0,"TOD",1387,140,"","",NA,"",NA,NA,"",50.1,-119.2
809,"PLI","APP","O37","Y","Y","Y","1978-08-27","Y",12797,9,"PT","DEELKCHAIN",50,5,0,119,12,0,"TOD",1356,145,"","",NA,"",NA,NA,"",50.0833333333333,-119.2
810,"PLI","APP","O38","Y","Y","Y","1978-08-27","Y",12797,9,"PT","DEELKCHAIN",50,5,0,119,13,0,"TOD",1387,139,"","",NA,"",NA,NA,"",50.0833333333333,-119.216666666667
811,"PLI","APP","O39","Y","Y","Y","1978-08-27","Y",12797,9,"PT","DEELKCHAIN",50,5,0,119,13,0,"TOD",1356,144,"","",NA,"",NA,NA,"",50.0833333333333,-119.216666666667
812,"PLI","APP","O40","Y","Y","Y","1978-08-27","Y",12797,9,"PT","DEELKCHAIN",50,5,0,119,14,0,"TOD",1387,109,"","",NA,"",NA,NA,"",50.0833333333333,-119.233333333333
813,"PLI","APP","O41","Y","Y","Y","1978-08-27","Y",12797,9,"PT","DEELKCHAIN",50,4,0,119,14,0,"TOD",1372,104,"","",NA,"",NA,NA,"",50.0666666666667,-119.233333333333
814,"PLI","APP","O42","Y","Y","Y","1978-08-27","Y",12797,9,"PT","DEELKCHAIN",50,4,0,119,15,0,"TOD",1387,132,"","",NA,"",NA,NA,"",50.0666666666667,-119.25
815,"PLI","APP","O43","Y","Y","Y","1978-08-27","Y",12797,9,"PT","DEELKCHAIN",50,3,0,119,15,0,"TOD",1372,77,"","",NA,"",NA,NA,"",50.05,-119.25
816,"PLI","APP","O44","Y","Y","Y","1978-08-27","Y",12797,9,"PT","DEELKCHAIN",50,3,0,119,16,0,"TOD",1387,84,"","",NA,"",NA,NA,"",50.05,-119.266666666667
817,"PLI","APP","O45","Y","Y","Y","1978-08-27","Y",12797,9,"PT","DEELKCHAIN",50,2,0,119,17,0,"TOD",1189,79,"","",NA,"",NA,NA,"",50.0333333333333,-119.283333333333
818,"PLI","APP","O46","Y","Y","Y","1978-08-28","Y",12797,9,"PT","OYAMA L",50,5,0,119,18,0,"TOD",1387,109,"","",NA,"",NA,NA,"",50.0833333333333,-119.3
819,"PLI","APP","O47","Y","Y","Y","1978-08-28","Y",12797,9,"PT","OYAMA L",50,5,0,119,17,0,"TOD",1417,107,"","",NA,"",NA,NA,"",50.0833333333333,-119.283333333333
820,"PLI","APP","O48","Y","Y","Y","1978-08-28","Y",12797,9,"PT","OYAMA L",50,6,0,119,16,0,"TOD",1493,109,"","",NA,"",NA,NA,"",50.1,-119.266666666667
821,"PLI","APP","O49","Y","Y","Y","1978-08-28","Y",12797,9,"PT","OYAMA L",50,6,0,119,16,0,"TOD",1493,114,"","",NA,"",NA,NA,"",50.1,-119.266666666667
822,"PLI","APP","O50","Y","Y","Y","1978-08-28","Y",12797,9,"PT","OYAMA L",50,6,0,119,15,0,"TOD",1585,109,"","",NA,"",NA,NA,"",50.1,-119.25
823,"PLI","APP","O51","N","N","N","1978-08-28","Y",12797,9,"PT","PINAUS L",50,27,0,119,38,0,"TOA",1189,85,"","",NA,"",NA,NA,"",50.45,-119.633333333333
824,"PLI","APP","O52","Y","Y","Y","1978-08-28","Y",12797,9,"PT","PINAUS L",50,27,0,119,38,0,"TOA",1189,84,"","",NA,"",NA,NA,"",50.45,-119.633333333333
825,"PLI","APP","O53","N","Y","Y","1979-10-14","Y",12797,9,"PT","PASCA L",50,33,0,120,39,0,"TOA",1500,84,"","",NA,"",NA,NA,"",50.55,-120.65
826,"PLI","APP","O54","N","N","N","1979-10-13","Y",12797,9,"PT","SCUITTO C",50,29,0,120,2,0,"TOA",1230,84,"","",NA,"",NA,NA,"",50.4833333333333,-120.033333333333
827,"PLI","APP","O56","Y","Y","Y","1979-10-13","Y",12797,9,"PT","WAYMAN C",50,24,0,120,2,0,"TOA",1290,104,"","",NA,"",NA,NA,"",50.4,-120.033333333333
828,"PLI","APP","O57","Y","Y","Y","1979-10-13","Y",12797,9,"PT","WAYMAN C",50,24,0,120,3,0,"TOA",1320,119,"","",NA,"",NA,NA,"",50.4,-120.05
829,"PLI","APP","O59","Y","Y","Y","1979-10-13","Y",12797,9,"PT","WAYMAN C",50,24,0,120,5,0,"TOA",1380,114,"","",NA,"",NA,NA,"",50.4,-120.083333333333
830,"PLI","APP","O60","Y","Y","Y","1979-10-14","Y",12797,9,"PT","DARDANEL L",50,21,0,120,10,0,"TOA",1245,104,"","",NA,"",NA,NA,"",50.35,-120.166666666667
831,"PLI","APP","O61","N","N","N","1979-10-14","Y",12797,9,"PT","DARDANEL L",50,21,0,120,8,0,"TOA",1260,109,"","",NA,"",NA,NA,"",50.35,-120.133333333333
832,"PLI","APP","O62","Y","Y","Y","1979-10-14","Y",12797,9,"PT","DARDANEL L",50,22,0,120,7,0,"TOA",1290,109,"","",NA,"",NA,NA,"",50.3666666666667,-120.116666666667
833,"PLI","APP","O63","N","N","N","1979-10-14","Y",12797,9,"PT","DARDANEL L",50,23,0,120,6,0,"TOA",1380,104,"","",NA,"",NA,NA,"",50.3833333333333,-120.1
834,"PLI","APP","O64","Y","Y","Y","1979-10-14","Y",12797,9,"PT","WAYMAN C",50,24,0,120,6,0,"TOA",1440,109,"","",NA,"",NA,NA,"",50.4,-120.1
835,"PLI","APP","O65","Y","Y","Y","1979-10-15","Y",12797,9,"PT","BULMAN L",50,27,0,120,7,0,"TOA",1200,109,"","",NA,"",NA,NA,"",50.45,-120.116666666667
836,"PLI","APP","O66","Y","Y","Y","1979-10-15","Y",12797,9,"PT","BULMAN L",50,26,0,120,8,0,"TOA",1215,84,"","",NA,"",NA,NA,"",50.4333333333333,-120.133333333333
837,"PLI","APP","O67","Y","Y","Y","1979-10-15","Y",12797,9,"PT","ROSS L",50,24,0,120,8,0,"TOA",1215,104,"","",NA,"",NA,NA,"",50.4,-120.133333333333
838,"PLI","APP","O68","Y","Y","Y","1979-10-15","Y",12797,9,"PT","ROSS L",50,7,0,120,7,0,"TOA",1290,94,"","",NA,"",NA,NA,"",50.1166666666667,-120.116666666667
839,"PLI","APP","O69","N","Y","Y","1979-10-15","Y",12797,9,"PT","ROSS L",50,24,0,120,7,0,"TOA",1320,109,"","",NA,"",NA,NA,"",50.4,-120.116666666667
840,"PLI","APP","O70","N","Y","Y","1979-10-15","Y",12797,9,"PT","MNTBULMAN",50,25,0,120,6,0,"TOA",1380,119,"","",NA,"",NA,NA,"",50.4166666666667,-120.1
841,"PLI","APP","O71","Y","Y","Y","1979-10-16","Y",12797,9,"PT","HAINES C",50,34,0,119,18,0,"TOD",1110,45,"","",NA,"",NA,NA,"",50.5666666666667,-119.3
842,"PLI","APP","O72","Y","Y","Y","1979-10-16","Y",12797,9,"PT","HAINES C",50,33,0,119,18,0,"TOD",1215,48,"","",NA,"",NA,NA,"",50.55,-119.3
843,"PLI","APP","O73","Y","Y","Y","1979-10-16","Y",12797,9,"PT","HAINES C",50,32,0,119,18,0,"TOD",1215,48,"","",NA,"",NA,NA,"",50.5333333333333,-119.3
844,"PLI","APP","O74","Y","Y","Y","1979-10-17","Y",12797,9,"PT","RUMBALL C",50,40,0,119,18,0,"SA",900,94,"IDF","mw",1,"",NA,NA,"",50.6666666666667,-119.3
845,"PLI","APP","O75","Y","Y","Y","1979-10-17","Y",12797,9,"PT","RUMBALL C",50,38,0,119,18,0,"SA",1290,99,"ICH","mw",2,"",NA,NA,"",50.6333333333333,-119.3
846,"PLI","APP","O76","Y","Y","Y","1979-10-17","Y",12797,9,"PT","MARA L",50,38,0,119,1,0,"SA",540,94,"","",NA,"",NA,NA,"",50.6333333333333,-119.016666666667
847,"PLI","APP","O77","Y","Y","Y","1979-10-17","Y",12797,9,"PT","MARA L",50,45,0,119,0,0,"SA",690,94,"","",NA,"",NA,NA,"",50.75,-119
848,"PLI","APP","O78","Y","Y","Y","1979-10-19","Y",12797,9,"PT","HECKMAN C",50,12,0,118,34,0,"SA",840,139,"","",NA,"",NA,NA,"",50.2,-118.566666666667
849,"PLI","APP","O79","Y","Y","Y","1979-10-19","Y",12797,9,"PT","HECKMAN C",50,10,0,118,36,0,"SA",1020,109,"","",NA,"",NA,NA,"",50.1666666666667,-118.6
850,"PLI","APP","O80","Y","Y","Y","1979-10-19","Y",12797,9,"PT","HECKMAN C",50,7,0,118,37,0,"SA",1140,104,"","",NA,"",NA,NA,"",50.1166666666667,-118.616666666667
851,"PLI","APP","O81","Y","Y","Y","1979-10-19","Y",12797,9,"PT","VANCE C",50,20,0,118,57,0,"TOD",990,109,"","",NA,"",NA,NA,"",50.3333333333333,-118.95
852,"PLI","APP","O82","Y","Y","Y","1979-10-19","Y",12797,9,"PT","DEAFIES C",50,19,0,118,57,0,"TOD",900,114,"","",NA,"",NA,NA,"",50.3166666666667,-118.95
853,"PLI","APP","O83","Y","Y","Y","1979-10-19","Y",12797,9,"PT","COLDSTRM C",50,18,0,119,1,0,"TOD",1125,104,"","",NA,"",NA,NA,"",50.3,-119.016666666667
854,"PLI","APP","O84","Y","Y","Y","1979-10-20","Y",12797,9,"PT","SWHITEMN C",50,11,0,119,39,0,"TOA",1530,119,"","",NA,"",NA,NA,"",50.1833333333333,-119.65
855,"PLI","APP","O85","Y","Y","Y","1979-10-20","Y",12797,9,"PT","SWHITEMN C",50,11,0,119,40,0,"TOA",1590,139,"","",NA,"",NA,NA,"",50.1833333333333,-119.666666666667
856,"PLI","APP","O86","N","Y","Y","1979-10-20","Y",12797,9,"PT","SWHITEMN C",50,11,0,119,39,0,"TOA",1545,109,"","",NA,"",NA,NA,"",50.1833333333333,-119.65
857,"PLI","APP","O87","N","Y","Y","1979-10-20","Y",12797,9,"PT","SWHITEMN C",50,11,0,119,38,0,"TOA",1470,104,"","",NA,"",NA,NA,"",50.1833333333333,-119.633333333333
858,"PLI","APP","O88","Y","Y","Y","1979-10-20","Y",12797,9,"PT","SWHITEMN C",50,11,0,119,36,0,"TOA",1290,94,"","",NA,"",NA,NA,"",50.1833333333333,-119.6
859,"PLI","APP","O89","Y","Y","Y","1979-10-21","Y",12797,9,"PT","SWHITEMN C",50,12,0,119,37,0,"TOA",1410,109,"","",NA,"",NA,NA,"",50.2,-119.616666666667
860,"PLI","APP","O90A","Y","Y","Y","1979-10-21","Y",12797,9,"PT","MTCHAPERON",50,9,0,119,49,0,"TOA",1320,109,"","",NA,"",NA,NA,"",50.15,-119.816666666667
861,"PLI","APP","O90","Y","Y","Y","1979-10-21","Y",12797,9,"PT","MTCHAPERON",50,9,0,119,49,0,"TOA",1320,109,"","",NA,"",NA,NA,"",50.15,-119.816666666667
862,"PLI","APP","O91","Y","Y","Y","1979-10-21","Y",12797,9,"PT","MTCHAPERON",50,9,0,119,48,0,"TOA",1335,94,"","",NA,"",NA,NA,"",50.15,-119.8
863,"PLI","APP","O92","Y","Y","Y","1979-10-21","Y",12797,9,"PT","MTCHAPERON",50,10,0,119,47,0,"TOA",1390,104,"","",NA,"",NA,NA,"",50.1666666666667,-119.783333333333
864,"PLI","APP","O93","Y","Y","Y","1979-10-21","Y",12797,9,"PT","MTCHAPERON",50,11,0,119,48,0,"TOA",1500,109,"","",NA,"",NA,NA,"",50.1833333333333,-119.8
865,"PLI","APP","O94","Y","Y","Y","1979-10-22","Y",12797,9,"PT","SILSTAR MT",50,20,0,119,7,0,"TOD",1125,79,"IDF","mw",1,"",NA,NA,"",50.3333333333333,-119.116666666667
866,"PLI","APP","O95","Y","Y","Y","1979-10-22","Y",12797,9,"PT","SILSTAR MT",50,21,0,119,7,0,"TOD",1320,114,"","",NA,"",NA,NA,"",50.35,-119.116666666667
867,"PLI","APP","O96","Y","Y","Y","1979-10-22","Y",12797,9,"PT","SILSTAR MT",50,21,0,119,6,0,"TOD",1500,94,"","",NA,"",NA,NA,"",50.35,-119.1
868,"PLI","APP","O97","Y","Y","Y","1979-10-23","Y",12797,9,"PT","MISSION C",49,53,0,119,5,0,"SA",960,64,"","",NA,"",NA,NA,"",49.8833333333333,-119.083333333333
869,"PLI","APP","O98","Y","Y","Y","1979-10-23","Y",12797,9,"PT","MISSION C",49,53,0,119,6,0,"SA",1140,94,"","",NA,"",NA,NA,"",49.8833333333333,-119.1
870,"PLI","APP","O99","Y","Y","Y","1979-10-23","Y",12797,9,"PT","MISSION C",49,55,0,119,4,0,"SA",1290,114,"","",NA,"",NA,NA,"",49.9166666666667,-119.066666666667
871,"PLI","APP","O100","Y","Y","Y","1979-10-23","Y",12797,9,"PT","MISSION C",49,55,0,119,4,0,"SA",1290,114,"IDF","mw",1,"",NA,NA,"",49.9166666666667,-119.066666666667
872,"PLI","APP","O101","Y","Y","Y","1979-10-23","Y",12797,9,"PT","MISSION C",49,59,0,119,2,0,"SA",1410,114,"","",NA,"",NA,NA,"",49.9833333333333,-119.033333333333
873,"PLI","APP","O102","Y","Y","Y","1979-10-23","Y",12797,9,"PT","MISSION C",49,58,0,119,2,0,"SA",1350,114,"","",NA,"",NA,NA,"",49.9666666666667,-119.033333333333
874,"PLI","APP","O103","Y","Y","Y","1979-10-23","Y",12797,9,"PT","MISSION C",49,57,0,119,3,0,"SA",1320,104,"","",NA,"",NA,NA,"",49.95,-119.05
875,"PLI","APP","O104","Y","Y","Y","1979-10-24","Y",12797,9,"PT","JAMES L",49,58,0,119,11,0,"TOD",1560,184,"","",NA,"",NA,NA,"",49.9666666666667,-119.183333333333
876,"PLI","APP","O105","Y","Y","Y","1979-10-24","Y",12797,9,"PT","JAMES L",49,57,0,119,13,0,"SA",1455,174,"","",NA,"",NA,NA,"",49.95,-119.216666666667
877,"PLI","APP","O106","Y","Y","Y","1979-10-24","Y",12797,9,"PT","JAMES L",49,55,0,119,13,0,"TOD",1470,184,"","",NA,"",NA,NA,"",49.9166666666667,-119.216666666667
878,"PLI","APP","O107","Y","Y","Y","1979-10-24","Y",12797,9,"PT","JAMES L",49,56,0,119,12,0,"SA",1530,149,"","",NA,"",NA,NA,"",49.9333333333333,-119.2
879,"PLI","APP","O108","Y","Y","Y","1979-10-24","Y",12797,9,"PT","JAMES L",49,54,0,119,14,0,"TOD",1260,89,"","",NA,"",NA,NA,"",49.9,-119.233333333333
880,"PLI","APP","O109","N","Y","Y","1979-10-25","Y",12797,9,"PT","PENNASK MT",49,58,0,120,13,0,"TOA",1500,104,"","",NA,"",NA,NA,"",49.9666666666667,-120.216666666667
881,"PLI","APP","O110","Y","Y","Y","1979-10-24","Y",12797,9,"PT","PENNASK MT",49,57,0,120,11,0,"TOA",1560,89,"","",NA,"",NA,NA,"",49.95,-120.183333333333
882,"PLI","APP","O111","Y","Y","Y","1979-10-25","Y",12797,9,"PT","PENNASK MT",49,56,0,120,9,0,"TOA",1530,114,"","",NA,"",NA,NA,"",49.9333333333333,-120.15
883,"PLI","APP","O112","Y","Y","Y","1979-10-25","Y",12797,9,"PT","PENNASK MT",49,55,0,120,8,0,"TOA",1590,109,"","",NA,"",NA,NA,"",49.9166666666667,-120.133333333333
884,"PLI","APP","O113","N","Y","Y","1979-10-25","Y",12797,9,"PT","PENNASK MT",49,55,0,120,7,0,"TOA",1620,109,"","",NA,"",NA,NA,"",49.9166666666667,-120.116666666667
885,"PLI","APP","O114","Y","Y","Y","1979-10-26","Y",12797,9,"PT","MCCULOCH L",49,45,0,119,9,0,"SA",1245,47,"","",NA,"",NA,NA,"",49.75,-119.15
886,"PLI","APP","O115","N","N","N","1979-10-26","Y",12797,9,"PT","BARGE L",49,43,0,119,9,0,"SA",1320,94,"","",NA,"",NA,NA,"",49.7166666666667,-119.15
887,"PLI","APP","O116","Y","Y","Y","1979-10-26","Y",12797,9,"PT","WKETTLE R",49,48,0,119,5,0,"SA",1275,104,"","",NA,"",NA,NA,"",49.8,-119.083333333333
888,"PLI","APP","O117","N","N","N","1979-10-26","Y",12797,9,"PT","WKETTLE R",49,47,0,119,0,0,"SA",1350,104,"","",NA,"",NA,NA,"",49.7833333333333,-119
889,"PLI","APP","O118","Y","Y","Y","1979-10-27","Y",12797,9,"PT","TROUT C",49,48,0,120,9,0,"TOA",1350,89,"","",NA,"",NA,NA,"",49.8,-120.15
890,"PLI","APP","O119","Y","Y","Y","1979-10-27","Y",12797,9,"PT","TROUT C",49,47,0,120,8,0,"TOA",1335,84,"","",NA,"",NA,NA,"",49.7833333333333,-120.133333333333
891,"PLI","APP","O120","Y","Y","Y","1979-10-26","Y",12797,9,"PT","TROUT C",49,47,0,120,7,0,"TOA",1260,104,"","",NA,"",NA,NA,"",49.7833333333333,-120.116666666667
892,"PLI","APP","O121","N","N","N","1979-10-26","Y",12797,9,"PT","GREATA C",49,48,0,119,53,0,"TOA",1080,59,"","",NA,"",NA,NA,"",49.8,-119.883333333333
893,"PLI","APP","K154","N","N","N","1986-04-01","Y",12797,9,"PT","MOYIE-SEML",49,24,0,115,59,0,"EK",760,88,"","",NA,"",NA,NA,"",49.4,-115.983333333333
894,"PLI","APP","K155","N","N","N","1986-04-01","Y",12797,9,"PT","MOYIE-SEML",49,24,0,115,59,0,"EK",760,44,"","",NA,"",NA,NA,"",49.4,-115.983333333333
895,"PLI","APP","K156","N","N","N","1986-04-01","Y",12797,9,"PT","MOYIE-SEML",49,24,0,115,59,0,"EK",760,97,"","",NA,"",NA,NA,"",49.4,-115.983333333333
896,"PLI","APP","K157","N","N","N","1986-04-01","Y",12797,9,"PT","MOYIE-SEML",49,24,0,115,59,0,"EK",760,87,"","",NA,"",NA,NA,"",49.4,-115.983333333333
900,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"TOD",0,15,"","",NA,"",NA,NA,"",NA,NA
901,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"TOD",0,15,"","",NA,"",NA,NA,"",NA,NA
902,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"TOD",0,15,"","",NA,"",NA,NA,"",NA,NA
903,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"TOD",0,15,"","",NA,"",NA,NA,"",NA,NA
904,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"TOD",0,15,"","",NA,"",NA,NA,"",NA,NA
905,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"TOD",0,15,"","",NA,"",NA,NA,"",NA,NA
906,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"CT",0,15,"","",NA,"",NA,NA,"",NA,NA
907,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"CT",0,15,"","",NA,"",NA,NA,"",NA,NA
908,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"CT",0,15,"","",NA,"",NA,NA,"",NA,NA
909,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"CT",0,15,"","",NA,"",NA,NA,"",NA,NA
910,"PLI","APP","","Y","Y","N","1983-06-01","Y",12797,9,"PV","OIE LAKE - PGTIS",52,0,0,121,12,0,"CT",990,15,"","",NA,"",NA,NA,"",52,-121.2
911,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"BV",0,15,"","",NA,"",NA,NA,"",NA,NA
912,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"BV",0,15,"","",NA,"",NA,NA,"",NA,NA
913,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"BV",0,15,"","",NA,"",NA,NA,"",NA,NA
914,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"BV",0,15,"","",NA,"",NA,NA,"",NA,NA
915,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"CHL",0,15,"","",NA,"",NA,NA,"",NA,NA
916,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"CHL",0,15,"","",NA,"",NA,NA,"",NA,NA
917,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"CHL",0,15,"","",NA,"",NA,NA,"",NA,NA
918,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"CHL",0,15,"","",NA,"",NA,NA,"",NA,NA
919,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"CHL",0,15,"","",NA,"",NA,NA,"",NA,NA
920,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"HH",0,15,"","",NA,"",NA,NA,"",NA,NA
921,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"HH",0,15,"","",NA,"",NA,NA,"",NA,NA
922,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"HH",0,15,"","",NA,"",NA,NA,"",NA,NA
923,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"HH",0,15,"","",NA,"",NA,NA,"",NA,NA
924,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"WK",0,15,"","",NA,"",NA,NA,"",NA,NA
925,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"WK",0,15,"","",NA,"",NA,NA,"",NA,NA
926,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"WK",0,15,"","",NA,"",NA,NA,"",NA,NA
927,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"WK",0,15,"","",NA,"",NA,NA,"",NA,NA
928,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"WK",0,15,"","",NA,"",NA,NA,"",NA,NA
929,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"WK",0,15,"","",NA,"",NA,NA,"",NA,NA
930,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"WK",0,15,"","",NA,"",NA,NA,"",NA,NA
931,"PLI","APP","","Y","Y","N","1983-06-01","Y",12797,9,"PV","PGTIS",49,11,0,117,35,0,"WK",998,15,"ICH","",NA,"",NA,NA,"",49.1833333333333,-117.583333333333
932,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"BSH",0,15,"","",NA,"",NA,NA,"",NA,NA
933,"PLI","APP","","Y","Y","N","1983-06-01","Y",12797,9,"PV","PGTIS",51,31,0,117,11,0,"BSH",945,15,"","",NA,"",NA,NA,"",51.5166666666667,-117.183333333333
934,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"BSH",0,15,"","",NA,"",NA,NA,"",NA,NA
935,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"BSH",0,15,"","",NA,"",NA,NA,"",NA,NA
936,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"EK",0,15,"","",NA,"",NA,NA,"",NA,NA
937,"PLI","APP","","Y","Y","N","1983-06-01","Y",12797,9,"PV","PGTIS",50,31,0,115,44,0,"EK",1036,15,"","",NA,"",NA,NA,"",50.5166666666667,-115.733333333333
938,"PLI","APP","","N","N","N","1983-06-01","Y",12797,9,"","PGTIS",NA,NA,NA,NA,NA,NA,"EK",0,15,"","",NA,"",NA,NA,"",NA,NA
